AppID,Name,Peak CCU,Positive,Negative,Price,Release date,Genres,Categories,Developers,Publishers,Required age
アパシー学校であった怖い話 Visual Novel Version,"Aug 7, 2023",0,4,0,0,0 - 20000,Adventure,"Single-player,Family Sharing","七転び八転がり,SHANNON",七転び八転がり,8.99
Merge,"Aug 1, 2024",0,0,0,0,0 - 20000,"Casual,Indie","Single-player,Steam Achievements,Family Sharing",Rome Renner,Rome Renner,1.99
Powwow Bound: A Menominee Homecoming,"Nov 18, 2025",0,0,0,0,0 - 0,"Adventure,Casual,Free To Play","Single-player,Steam Achievements,Full controller support","Nebraska Public Media,PBS Wisconsin",Nebraska Public Media,0.0
VR Hiroshima 1945,"Jan 15, 2021",0,17,14,68,0 - 20000,Adventure,"Single-player,Tracked Controller Support,VR Only,Family Sharing",William of Oxford,William of Oxford,1.59
Tom Clancy's Ghost Recon®,"Jul 15, 2008",17,1400,115,0,200000 - 500000,Action,"Single-player,Multi-player,Co-op,Family Sharing",Red Storm Entertainment,Ubisoft,2.99
Coffee with Prescilla,"Aug 28, 2020",0,0,0,0,0 - 20000,RPG,"Single-player,Family Sharing",cgvaqs,cgvaqs,4.99
Billionaire in the Oil Boom,"Jun 25, 2025",0,0,0,0,0 - 0,"Simulation,Strategy","Single-player,Family Sharing",Pizza OK Games,Pizza OK Games,5.99
OneHanded,"Jul 29, 2022",0,0,0,0,0 - 0,"Action,Free To Play,Indie",Single-player,LarcenistGames,LarcenistGames,0.0
18 Year Pure Sweet Loli,"Jan 11, 2025",0,6,1,20,0 - 20000,Casual,"Single-player,Family Sharing",CrystalSnow,CrystalSnow,0.79
研究生战斗,"May 29, 2025",0,0,0,0,0 - 20000,"Casual,Indie,Strategy","Single-player,Family Sharing",lhll,lhll,5.99
Stray Gods: The Roleplaying Musical,"Aug 9, 2023",0,3080,258,0,200000 - 500000,Adventure,"Single-player,Full controller support,Family Sharing",Summerfall Studios,Humble Games,17.99
Edge Guardian,"Sep 21, 2016",0,9,0,0,0 - 20000,"Action,Indie,Early Access","Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Leaderboards,Family Sharing",Hypothermic Games,Hypothermic Games,6.99
I doesn't exist - a modern text adventure,"Oct 5, 2023",0,52,22,65,0 - 20000,"Adventure,Indie","Single-player,Family Sharing",LUAL Games KIG,DreadXP,4.54
Snake 3D Adventures,"Aug 1, 2017",0,23,11,0,0 - 20000,"Action,Adventure,Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards,Family Sharing","Ino-Co Plus,Variags",AkPublish,1.99
Let Chat Guess,"Dec 15, 2022",0,3,0,40,0 - 20000,"Indie,Simulation,Early Access","Single-player,Steam Achievements,Steam Leaderboards,Family Sharing",Kilz Knight,Kilz Knight,1.79
Loser Named Hana,"Oct 31, 2025",0,0,0,0,0 - 0,"Casual,Indie,Free To Play","Single-player,Custom Volume Controls,Keyboard Only Option,Mouse Only Option,Save Anytime,Stereo Sound",Repurpose Studios,Repurpose Studios,0.0
Star Clash,"Mar 2, 2018",0,3,2,0,0 - 20000,"Action,Casual,Indie","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",ZGame Studio,ZGame Studio,0.49
PROJECT TACHYON,"Feb 13, 2025",0,109,18,20,0 - 20000,"Action,Adventure","Single-player,Partial Controller Support,Steam Cloud,Family Sharing",STUDIO N9,HIKE Inc.,14.39
Kitchen Trials: Rush,"Aug 15, 2024",0,0,0,0,0 - 0,"Action,Indie,Free To Play","Single-player,Steam Achievements,Captions available,Steam Leaderboards",Karma Array,Karma Array,0.0
Feral Flowers,"Nov 24, 2021",0,6,0,0,0 - 20000,"Action,Indie","Single-player,Steam Achievements,Full controller support,Family Sharing",STARRIVER,STARRIVER,1.25
鲤氏奇人异闻录,"Oct 24, 2024",0,0,0,0,0 - 0,"Adventure,Indie,Free To Play",Single-player,顽童计划,顽童计划,0.0
9-nine-:Episode 1,"Jan 31, 2019",0,1526,77,60,50000 - 100000,"Casual,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",PALETTE,Sekai Project,7.99
Layer Hunt,"Sep 14, 2024",0,0,0,0,0 - 20000,"Action,Adventure,Indie,RPG,Free To Play",Single-player,"Edvin Andersson,Anton Andersson","Edvin Andersson,Anton Andersson",0.0
U4iA - Season 1,"Sep 26, 2025",0,0,0,0,0 - 0,"Indie,RPG","Single-player,Steam Achievements,Steam Cloud,Family Sharing",DriftyGames,DriftyGames,11.99
Synaxarion Christian Stories: Holy Martyr Neophytos,"Aug 24, 2024",0,2,1,0,0 - 20000,"Casual,Indie","Single-player,Family Sharing",Ignatios Productions,Ignatios Productions,2.99
Crazy Saloon VR,"Nov 30, 2016",0,9,5,0,0 - 20000,"Action,Simulation","Single-player,Tracked Controller Support,VR Only,Family Sharing",Monsieur K,Monsieur K,1.99
Deductum,"Aug 5, 2025",0,0,0,0,0 - 0,"Casual,Indie,Strategy","Single-player,Steam Achievements,Custom Volume Controls,Mouse Only Option,Playable without Timed Input,Touch Only Option,Steam Cloud,Family Sharing",nonpop,nonpop,2.49
OZMAFIA!!,"Apr 29, 2016",0,546,112,0,20000 - 50000,Adventure,"Single-player,Steam Trading Cards,Steam Cloud,Family Sharing",Poni-Pachet SY,MangaGamer,17.49
Eternal Man: Mountain,"Apr 6, 2018",0,32,17,0,0 - 20000,"Action,Adventure,Casual,Indie","Single-player,Steam Achievements,Family Sharing",eProdigy,advocatus,0.99
The shelter of patient,"Nov 21, 2022",0,1,3,0,0 - 20000,"Adventure,Indie,Simulation","Single-player,Family Sharing",kcasl,Defalut Zero,0.99
Fast Dust,"Aug 22, 2018",0,9,7,75,0 - 20000,"Indie,Racing","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Family Sharing",Binary Giants,Binary Giants,3.99
Microdistrict,"Jun 5, 2024",0,5,0,25,0 - 20000,Casual,"Single-player,Family Sharing",UrbanWanderer,UrbanWandererGames,1.49
AnderKant 3,"Feb 13, 2025",0,0,0,0,0 - 20000,"Adventure,Casual,Indie,Simulation","Single-player,Family Sharing",KlankeKlanke,KlankeKlanke,0.99
ParaLily,"Nov 9, 2021",0,17,0,79,0 - 20000,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",Team ParaLily,"Team ParaLily,Luna Wolf Studios",0.83
Scorn,"Oct 14, 2022",0,11887,3613,75,1000000 - 2000000,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",Ebb Software,Kepler Interactive,9.99
Tactics & Strategy Master 2:Princess of Holy Light（圣光战姬）,"Apr 10, 2019",0,100,65,50,0 - 20000,"Indie,RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",Gemini Stars Games,Gemini Stars Games,2.49
How Your Package Gets Delivered,"Aug 10, 2025",0,0,0,0,0 - 0,"Casual,Indie,Racing,Free To Play",Single-player,MindPlayPark,MindPlayPark,0.0
Waystones,"Aug 20, 2025",0,0,0,0,0 - 20000,"Casual,Indie,RPG,Strategy","Single-player,Steam Achievements,Family Sharing",Athyran Studios,Athyran Studios,11.69
Diluvion: Resubmerged,"Feb 2, 2017",0,684,421,90,50000 - 100000,"Action,Adventure,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",Arachnid Games,Good Shepherd Entertainment,1.99
Magatch,"Feb 5, 2025",0,18,10,92,0 - 20000,"Casual,Sports,Strategy","Single-player,Steam Achievements,Family Sharing",Gamesforgames,Gamesforgames,0.79
MedaAbi: The Mystery of Pusini,"Mar 10, 2022",0,1,0,0,0 - 20000,"Action,Indie","Single-player,Partial Controller Support,Family Sharing",オモムロス,オモムロス,3.24
Slinger VR,"Apr 23, 2020",0,57,25,0,0 - 20000,"Action,Casual,Indie,Simulation","Single-player,Tracked Controller Support,VR Only,Family Sharing",Empyrean,Empyrean,14.99
Chromacell,"Sep 24, 2024",0,10,0,0,20000 - 50000,Action,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",171Dev,171Dev,5.99
CrafTAE,"Jul 21, 2025",0,0,0,50,0 - 20000,"Casual,Indie,Strategy","Single-player,Steam Achievements,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Mouse Only Option,Save Anytime,Stereo Sound,Surround Sound,Steam Cloud,Stats,Steam Leaderboards,Family Sharing,Steam Timeline",mappe,mappe,3.99
Lighthouse Stories - Book one: Part one,"Jan 25, 2022",0,1,2,80,0 - 20000,"Adventure,Indie","Single-player,Steam Achievements,Family Sharing",VS Entertaiment,VS Entertaiment,0.59
Frogvival,"May 23, 2023",0,7,3,90,0 - 20000,Strategy,"Single-player,Steam Achievements,Family Sharing",Marginalact,Marginalact,1.29
Runemancer,"Dec 7, 2023",0,4,0,0,0 - 20000,"Casual,Indie,RPG,Strategy","Single-player,Steam Achievements,Steam Cloud,Family Sharing",Pixel Army Games,Pixel Army Games,1.99
Blox 3D World,"Nov 18, 2021",0,13,2,60,0 - 20000,"Casual,Indie,Simulation","Single-player,Family Sharing",Appy Monkeys Software Pvt. Ltd.,Appy Monkeys Software Pvt. Ltd.,1.99
Tales of Adventure 2,"Jul 14, 2014",0,13,29,0,0 - 20000,"Action,Adventure,Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Family Sharing","XIAOYAO,BetaSparkUK",XIAOYAO,9.99
Race,"Jan 9, 2018",0,118,55,0,20000 - 50000,"Casual,Indie,Racing,Simulation","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Partial Controller Support,Remote Play Together,Family Sharing",RewindApp,RewindApp,0.55
Papertris,"Mar 1, 2022",0,10,1,0,20000 - 50000,"Casual,Indie","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play Together,Family Sharing",Paper_Games,Paper_Games,3.99
Kozomo: The Smoldering Ember,"Apr 25, 2025",0,3,0,0,0 - 20000,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",Kursat Kuyumcu,Kursat Kuyumcu,1.49
Chez Croggy,"Sep 14, 2023",0,1,0,0,20000 - 50000,Indie,"Single-player,Steam Achievements,Family Sharing",Algoji,Algoji,0.99
Ether One,"Mar 25, 2014",0,323,119,50,50000 - 100000,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on TV,Family Sharing",White Paper Games,White Paper Games,9.99
SIGNAL,"Jul 21, 2020",0,4,6,0,0 - 20000,Indie,"Single-player,Family Sharing",RPavel,RPavel,1.99
Lights Out,"Jan 25, 2019",0,19,11,0,0 - 20000,"Action,Adventure,Free To Play","Single-player,Partial Controller Support",Class of 2017-2018,Campus ADN,0.0
Christmas Wonderland 14 Collector's Edition,"Dec 14, 2023",0,5,0,0,0 - 20000,"Adventure,Casual,Indie","Single-player,Family Sharing",Casual Arts,Casual Arts,9.99
Clean Your Room,"Sep 5, 2024",0,4,0,0,20000 - 50000,"Casual,Indie","Single-player,Steam Achievements,Family Sharing",PixelCircuit,PixelCircuit,10.0
Unlock the Feelings,"May 5, 2022",0,0,0,0,0 - 0,"Casual,Strategy,Free To Play","Single-player,Steam Achievements,Steam Cloud",Mens Sana Interactive,Mens Sana Interactive,0.0
I HUMAN MACHINE,"May 31, 2022",0,1,0,0,0 - 20000,"Action,Adventure,Indie,RPG","Single-player,Partial Controller Support,Family Sharing","LYU YANNAN,SUN XIN,ZHANG JIANHUI",YANNAN LYU,2.99
Captain vs Sky Pirates,"Oct 10, 2017",0,1,4,80,100000 - 200000,"Action,Adventure,Indie,Strategy","Single-player,Family Sharing",Boogygames Studios,Boogygames Studios,0.59
Dungeon World,"Dec 18, 2025",0,5,0,0,20000 - 50000,"Adventure,Indie,Strategy","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",FBRZD,FBRZD,5.59
Draft Day Sports: College Basketball 2022,"Mar 10, 2022",0,17,7,0,0 - 20000,"Indie,Simulation,Sports,Strategy","Single-player,Family Sharing",Wolverine Studios,Wolverine Studios,3.99
Red Valley,"May 9, 2022",0,130,29,30,0 - 20000,"Action,Adventure,Indie","Single-player,Steam Achievements,Family Sharing",616 GAMES,616 GAMES,1.39
No Road To PEAK: Together,"Aug 1, 2025",0,0,0,0,0 - 20000,"Action,Adventure,Indie,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Family Sharing",Panic Panda,Panic Panda,3.39
Five Elements Clash Battle,"Jan 26, 2026",0,0,0,0,0 - 0,"Action,Casual,Racing","Single-player,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Stereo Sound,Surround Sound,Family Sharing",YIN YUAN,YIN YUAN,2.99
Lilith Was Dead,"Feb 2, 2021",0,17,2,0,20000 - 50000,"Indie,Free To Play","Single-player,Partial Controller Support",Heat Wave Games,Heat Wave Games,0.0
Echoes,"Nov 12, 2023",0,23,4,0,0 - 20000,RPG,"Single-player,Full controller support,Family Sharing",huyuinu,huyuinu,3.99
3D PUZZLE - Apocalyptic Wasteland,"Sep 20, 2024",0,0,0,0,0 - 0,"Action,Adventure,Casual,Indie,RPG,Simulation,Sports,Strategy","Single-player,Family Sharing",PUZZLE Games,Hede,199.99
Yujiro's Mansion,"Sep 4, 2023",0,0,0,0,0 - 0,Free To Play,"Single-player,Steam Achievements,Partial Controller Support",RacerX_Games,RacerX_Games,0.0
BAN: The Prologue of GUCHA GUCHA,"Oct 23, 2024",0,16,23,50,0 - 20000,"Adventure,Casual,Indie","Single-player,Full controller support,Family Sharing",市松製化,Kodansha,4.49
Dap,"Sep 29, 2021",0,138,8,50,0 - 20000,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Family Sharing",Melting Parrot,Melting Parrot,6.99
Darza's Dominion,"Apr 21, 2022",0,805,404,0,200000 - 500000,"Action,Adventure,Massively Multiplayer,RPG","Multi-player,MMO,Co-op,Online Co-op,Cross-Platform Multiplayer,In-App Purchases",Ripple Studio,Ripple Studio,0.0
Painted Shores,"Oct 1, 2025",0,0,0,0,0 - 0,"Action,Adventure,Casual,Indie","Single-player,Family Sharing","Concept Interactive,Ben Koper",Concept Interactive,0.99
Battle for the Crystals,"May 22, 2024",0,1,1,0,0 - 20000,"Action,Casual,Indie","Single-player,Family Sharing",Take Care Studios,Take Care Studios,1.99
Ninja VS Zombies,"Dec 13, 2022",0,3,1,0,0 - 20000,"Action,Indie","Single-player,Steam Achievements,Full controller support,Family Sharing",TYG,TYG,2.99
The Proponent,"Jun 9, 2023",0,7,2,0,0 - 20000,Indie,"Single-player,Family Sharing",TwoDogs,TwoDogs,4.24
MarksmanVR,"Sep 19, 2017",0,16,5,0,0 - 20000,"Action,Indie","Single-player,Tracked Controller Support,VR Only,Family Sharing",Jaemoon Choi,Jaemoon Choi,3.99
Forgot,"Dec 5, 2025",0,0,0,0,0 - 20000,"Casual,Indie","Single-player,Steam Achievements,Family Sharing",Maxwell Whitebaker,Maxwell Whitebaker,3.99
Cult -Vein-,"Dec 22, 2025",0,1,1,0,0 - 20000,"Adventure,Indie","Single-player,Family Sharing",H864 Studio,H864 Studio,10.99
KEL Reaper of Entropy,"Nov 18, 2014",0,23,26,0,0 - 20000,"Adventure,Indie","Single-player,Steam Achievements,Family Sharing",Tavern Games,Stained Glass Llama,1.99
3 Minute Heroes,"Nov 17, 2021",0,179,30,75,20000 - 50000,Strategy,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Cloud,Family Sharing",Sinkhole Studio,Sinkhole Studio,4.99
Hero Park,"May 28, 2021",0,30,19,0,0 - 20000,Simulation,"Single-player,Family Sharing",Fun Flavor Games,DIVASKY LIMITED,12.99
Deadzone Haunt,"Apr 24, 2025",0,12,1,75,50000 - 100000,"Action,Indie","Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Family Sharing",GeamGames,GeamGames,3.74
The Developer,"Sep 16, 2020",0,17,5,0,0 - 20000,"Casual,Indie,Simulation,Strategy","Single-player,Steam Achievements,Family Sharing",Huntah,Huntah,2.99
Somewhere: Sect of Relic,"May 4, 2020",0,20,11,0,0 - 20000,"Action,Adventure,Indie","Single-player,Steam Achievements,Partial Controller Support,Family Sharing",Dude Bro's,Junla Games,0.99
1000$,"Jul 30, 2019",0,31,20,51,0 - 20000,"Action,Adventure,Indie,Simulation","Single-player,Family Sharing",BisquitGames,BisquitGames,0.49
Screwball,"Aug 13, 2025",0,0,0,0,0 - 0,Casual,"Single-player,Steam Achievements,Custom Volume Controls,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing",Scott Tipton,Scott Tipton,14.99
Call to Power II,"Apr 18, 2017",0,90,45,0,20000 - 50000,Strategy,"Single-player,Family Sharing",Activision,Activision,3.89
Guitar Fretter,"Oct 17, 2024",0,1,1,0,0 - 20000,"Action,Casual,Indie","Single-player,Family Sharing",Rob Stenzinger,Rob Stenzinger,4.99
Party Golf,"Oct 26, 2016",0,59,14,0,50000 - 100000,"Indie,Sports","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on TV,Remote Play Together,Family Sharing",Giant Margarita,Giant Margarita,14.99
Aliens and Asteroids,"Apr 30, 2024",0,20,1,0,0 - 20000,"Action,Adventure,Indie,Free To Play",Single-player,OwlVII,OwlVII,0.0
Hentai Rika,"Feb 27, 2025",0,0,0,51,0 - 20000,"Casual,Indie","Single-player,Steam Achievements,Family Sharing",Cyber Keks,Cyber Keks,0.49
Detective Montgomery Fox: The Case of Diamond Necklace,"Aug 22, 2023",0,4,0,90,0 - 20000,"Adventure,Casual,Indie","Single-player,Steam Achievements,Custom Volume Controls,Adjustable Difficulty,Mouse Only Option,Playable without Timed Input,Save Anytime,Touch Only Option,Steam Cloud,Family Sharing",Cateia Games,Cateia Games,0.99
1001 Jigsaw. Home Sweet Home 3,"Jul 17, 2022",0,3,1,0,0 - 20000,Casual,"Single-player,Family Sharing",8floor,8floor,14.99
Betrayal At Club Low,"Sep 9, 2022",0,480,14,0,50000 - 100000,"Adventure,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",Cosmo D Studios,Cosmo D Studios,6.99
BUS: Prologue,"Jan 29, 2026",0,0,0,0,0 - 0,"Action,Adventure,Indie,Free To Play","Single-player,Multi-player,Co-op,Online Co-op",Herbarium Games,Herbarium Games,0.0
My Lovely Dog Adventure,"Apr 15, 2024",0,16,0,50,0 - 20000,"Action,Adventure,Casual,Indie,Simulation","Single-player,Steam Achievements,Full controller support,Family Sharing",EpiXR Games UG,EpiXR Games UG,4.99
Gelluloid Domination,"Feb 5, 2025",0,11,0,0,0 - 20000,"Action,Simulation,Strategy","Single-player,Steam Achievements,Steam Cloud,Family Sharing",Tractor Set GO!,Tractor Set GO!,8.99
UBERMOSH:OMEGA,"Nov 8, 2019",0,160,11,0,0 - 20000,"Action,Indie","Single-player,Steam Achievements,Full controller support,Family Sharing",Walter Machado,Walter Machado,0.49
Viking Vengeance,"Apr 8, 2021",0,59,45,0,0 - 20000,"Action,Adventure,Indie,RPG,Strategy","Single-player,Steam Achievements,Steam Cloud,Family Sharing",Lowpoly Interactive,Lowpoly Interactive,19.99
Dark Desire Mute 2,"Feb 3, 2023",0,0,0,15,0 - 20000,Simulation,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",CodeRenderX,CodeRenderX,4.24
Rogue Harvest,"Apr 16, 2018",0,39,29,51,0 - 20000,"Action,Adventure,Indie,RPG,Strategy","Single-player,Steam Achievements,Family Sharing",Genetix Studio,Genetix Studio,0.49
Backrooms Maze 2D,"Sep 1, 2025",0,0,0,51,0 - 20000,"Adventure,Casual,Indie","Single-player,Custom Volume Controls,Adjustable Difficulty,Family Sharing",Insanity Studios LLC,Insanity Studios LLC,0.49
Sketch! Run!,"Mar 31, 2017",0,18,2,90,100000 - 200000,"Indie,Early Access","Single-player,Steam Trading Cards,Family Sharing",VI GAMES LLC,My Way Games,0.49
Lanesplitterz,"Jan 27, 2025",0,0,0,0,0 - 0,"Sports,Free To Play",Single-player,Last Sundae Studios,USC Games,0.0
Doomba,"Aug 27, 2024",0,0,0,0,0 - 20000,"Casual,Indie,Simulation,Free To Play","Single-player,Full controller support","Malachi Franson,Rees Jackson,Joshua Watson",Ringling College of Art and Design,0.0
Void Drift,"Nov 5, 2025",0,0,0,0,0 - 0,"Action,Casual,Indie,RPG","Single-player,Steam Achievements,Family Sharing",Kneedlik,Kneedlik,7.99
Weird Hero,"Nov 18, 2016",0,141,65,79,20000 - 50000,"Action,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing",Snail-Ninja Studio,Snail-Ninja Studio,0.83
Card Blitz: WWII,"Oct 26, 2020",0,50,37,0,0 - 20000,"Casual,Indie,Strategy,Free To Play","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,In-App Purchases,Stats",HocWar,HocWar,0.0
Crazy Invader ShootEm Down,"Oct 10, 2021",0,4,1,0,0 - 20000,"Action,Casual,Indie","Single-player,Partial Controller Support,Family Sharing",Crazy Retro Games,Crazy Retro Games,0.55
Ozapell Mystery Text Adventure,"Apr 1, 2019",0,1,2,60,0 - 20000,"Adventure,Casual,Indie","Single-player,Family Sharing",Ozapell,Ozapell,0.79
Swordbreaker The Game,"Nov 6, 2015",0,336,67,65,50000 - 100000,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",DuCats Games Studio,DuCats Games Studio,1.74
My Pleasure - Season 1,"Dec 15, 2022",0,0,0,53,0 - 20000,"Adventure,Indie","Single-player,Steam Achievements,Family Sharing","Tasty Pics Studio,Loys","Tasty Pics Studio,Loys",6.57
M.E.M.E.S.,"Feb 8, 2019",0,4,1,0,0 - 20000,"Adventure,Casual,RPG","Single-player,Family Sharing","M.E.M.E. Studios,Rafal Korbaczynski",Rafal Korbaczynski,6.99
Geneforge 1 - Mutagen,"Feb 24, 2021",0,385,24,70,0 - 20000,"Adventure,Indie,RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",Spiderweb Software,Spiderweb Software,5.99
Aperture,"Mar 28, 2024",0,1,2,0,0 - 20000,"Adventure,Indie","Single-player,Steam Achievements,Family Sharing","Enigmapulse Games ,LLC","Enigmapulse Games ,LLC",14.99
Pro Pinball Ultra,"Jul 21, 2016",0,251,53,50,50000 - 100000,Simulation,"Single-player,Partial Controller Support,Family Sharing",Barnstorm Games,Barnstorm Games,7.49
NEKOPARA Vol. 0,"Aug 17, 2015",0,16447,1078,60,500000 - 1000000,"Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",NEKO WORKs,Sekai Project,1.19
"GuGu Pizza : Delivering Pizza to the Space Station? Boss, this is just not right!","Jan 21, 2025",0,351,47,40,0 - 20000,"Action,Adventure,Casual,Indie","Single-player,Steam Achievements,Full controller support,Family Sharing",AnomalyGuys,AnomalyGuys,4.19
Fantasy Maiden Wars - DREAM OF THE STRAY DREAMER -,"Oct 20, 2025",0,0,0,20,0 - 20000,"Indie,RPG,Simulation","Single-player,Steam Achievements,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Partial Controller Support,Steam Cloud,Family Sharing",さんぼん堂,Phoenixx Inc.,27.99
Fight Angel Special Edition,"Dec 20, 2019",0,1376,449,85,50000 - 100000,"Action,Simulation","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing",Red Fox,Red Fox,2.99
Extinction Void,"Nov 18, 2024",0,0,1,51,0 - 20000,"Action,Adventure,Casual,Indie","Single-player,Captions available,Family Sharing",乐猪游戏,乐猪游戏,0.49
Antipaint,"Mar 11, 2024",0,218,8,40,0 - 20000,"Action,Casual,Indie","Single-player,Steam Achievements,Full controller support,Camera Comfort,Custom Volume Controls,Keyboard Only Option,Playable without Timed Input,Stereo Sound,Steam Cloud,Remote Play on TV,Family Sharing",Vilius Prakapas,Vilius Prakapas,4.79
Croquet Pro 2,"Nov 15, 2018",0,4,3,0,0 - 20000,"Indie,Sports","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Full controller support,Remote Play Together,Family Sharing",Falling Ninja Productions,Top Secret Studios,1.99
Mr. President,"Jan 26, 2026",0,0,0,0,0 - 0,"RPG,Simulation,Strategy,Early Access","Single-player,Family Sharing",Exia Labs,Exia Labs,19.99
Mercury Abbey,"Nov 21, 2024",0,717,61,0,20000 - 50000,Indie,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",YiTi Games,Gamirror Games,14.39
Dungeon Liberator,"Oct 12, 2022",0,0,2,0,0 - 20000,"Casual,Strategy","Single-player,Multi-player,PvP,Online PvP,Family Sharing",3P Studios,3P Studios,5.99
Neverland永无乡,"Dec 5, 2024",0,14,1,0,0 - 20000,RPG,"Single-player,Steam Achievements,Family Sharing",Roastfish,Roastfish,1.99
Tiger Tank 59 Ⅰ Volcano,"May 24, 2019",0,4,6,0,0 - 20000,"Action,Casual,Indie","Single-player,Steam Achievements,Full controller support,Steam Leaderboards",TigerQiuQiu,TigerQiuQiu,0.0
Stones Keeper,"Sep 15, 2022",0,75,31,78,20000 - 50000,"Adventure,RPG,Strategy","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play Together,Family Sharing",SK Team,Valkyrie Initiative,3.73
Prescribe and Pray,"Feb 6, 2026",0,0,0,0,0 - 0,Simulation,"Single-player,Steam Achievements,Custom Volume Controls,Playable without Timed Input,Family Sharing",Nuclear Rabbits,Nuclear Rabbits,9.59
Brotherhood United,"Jun 15, 2018",0,12,5,0,0 - 20000,"Action,Indie","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Remote Play Together,Family Sharing",Greedy Hollow,Myoubouh Corp,0.79
Diptych,"Feb 18, 2022",0,20,6,0,0 - 20000,"Adventure,Early Access","Single-player,Steam Achievements,Family Sharing",Dnovel,Dnovel,2.39
Solace State: Emotional Cyberpunk Stories,"Sep 14, 2023",0,30,2,0,0 - 20000,"Adventure,Casual,Indie,RPG,Simulation","Single-player,Steam Achievements,Full controller support,Captions available,Steam Cloud,Family Sharing",Vivid Foundry Corp.,Vivid Foundry Corp.,10.99
Bargain Blocz,"Jan 6, 2023",0,0,6,0,0 - 20000,Casual,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing",Jose Lousa,Jose Lousa,0.49
Castle of Illusion,"Sep 4, 2013",0,3556,365,75,200000 - 500000,"Adventure,Casual","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",SEGA Studios Australia,SEGA,3.74
Lunatia Covenant -Pale White Agent-,"May 10, 2022",0,0,0,0,0 - 20000,"Action,Indie","Single-player,Partial Controller Support,Family Sharing",MaraStudio,MaraStudio,9.49
Alaskan Road Truckers,"Oct 18, 2023",0,1891,1097,75,100000 - 200000,"Action,Adventure,Casual,Indie,Racing,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Family Sharing",Road Studio S.A.,"Green Man Gaming Publishing,Feel Good Games",5.49
Attack of the Bugs,"Nov 29, 2017",0,42,5,0,0 - 20000,Action,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Cloud,Steam Leaderboards,Family Sharing",Empty Clip Studios,Empty Clip Studios,7.99
